doi	fk_idx	cole_idx	date
42256-024-00941-4	18.1	31.37	2024-11-27T00:00:00Z
42255-024-01183-9	15.1	55.55	2024-11-26T00:00:00Z
42256-024-00910-x	16.6	30.02	2024-10-17T00:00:00Z
42256-024-00906-7	16.2	20.41	2024-10-17T00:00:00Z
42255-024-01133-5	18.5	28.47	2024-09-26T00:00:00Z
42254-024-00759-4	8.5	9.68	2024-09-05T00:00:00Z
42255-024-01137-1	18.3	29.22	2024-09-25T00:00:00Z
42256-024-00955-y	15.6	18.04	2024-12-13T00:00:00Z
42256-024-00851-5	16.9	30.14	2024-06-21T00:00:00Z
42256-024-00848-0	17.1	28.92	2024-06-27T00:00:00Z
42256-024-00860-4	17.4	30.32	2024-06-27T00:00:00Z
42256-024-00825-7	15.9	27.3	2024-04-19T00:00:00Z
42255-024-01036-5	18.0	28.53	2024-05-02T00:00:00Z
42255-024-01037-4	16.6	27.48	2024-05-03T00:00:00Z
42255-024-01033-8	16.5	28.58	2024-04-29T00:00:00Z
42255-024-01140-6	21.1	37.74	2024-10-17T00:00:00Z
42255-024-01165-x	16.2	18.8	2024-11-08T00:00:00Z
42255-024-01135-3	16.5	29.39	2024-09-26T00:00:00Z
42254-024-00775-4	16.3	28.99	2024-11-11T00:00:00Z
42256-024-00847-1	17.5	31.42	2024-06-17T00:00:00Z
42256-024-00845-3	15.5	26.83	2024-06-06T00:00:00Z
42255-024-01066-z	17.3	27.95	2024-06-14T00:00:00Z
42255-024-00982-4	18.8	24.48	2024-01-25T00:00:00Z
42255-024-01025-8	19.8	27.26	2024-04-02T00:00:00Z
42256-024-00815-9	16.9	27.89	2024-04-11T00:00:00Z
42255-024-01021-y	19.6	30.38	2024-04-01T00:00:00Z
42255-024-01146-0	18.6	28.47	2024-10-15T00:00:00Z
42255-024-01151-3	20.0	34.28	2024-10-14T00:00:00Z
42255-024-01075-y	15.1	55.55	2024-06-07T00:00:00Z
42254-024-00765-6	15.9	15.26	2024-09-25T00:00:00Z
42255-024-01138-0	19.2	27.37	2024-09-26T00:00:00Z
42255-024-01136-2	19.0	33.99	2024-09-26T00:00:00Z
42255-024-01053-4	18.6	27.66	2024-05-31T00:00:00Z
42255-024-01057-0	17.4	26.85	2024-05-28T00:00:00Z
42256-024-00802-0	17.5	28.87	2024-03-07T00:00:00Z
42256-024-00807-9	18.3	29.34	2024-03-15T00:00:00Z
42255-024-01011-0	18.2	23.96	2024-03-18T00:00:00Z
42256-024-00808-8	15.6	25.98	2024-03-11T00:00:00Z
42255-024-00995-z	17.2	29.05	2024-03-11T00:00:00Z
44284-024-00082-0	14.3	16.08	2024-06-03T00:00:00Z
44286-024-00165-8	19.5	40.93	2024-12-31T00:00:00Z
44328-024-00022-x	16.8	25.92	2024-12-27T00:00:00Z
44284-024-00182-x	16.3	14.86	2024-12-02T00:00:00Z
44284-024-00162-1	15.4	24.87	2024-11-06T00:00:00Z
44284-024-00161-2	16.1	28.86	2024-11-01T00:00:00Z
44286-024-00136-z	17.1	28.63	2024-10-25T00:00:00Z
44286-024-00159-6	22.3	38.74	2024-11-29T00:00:00Z
44304-024-00050-7	14.7	27.59	2024-12-31T00:00:00Z
44284-024-00145-2	16.2	28.7	2024-10-11T00:00:00Z
44286-023-00024-y	17.7	29.91	2024-02-08T00:00:00Z
44304-024-00021-y	14.9	25.38	2024-08-13T00:00:00Z
44287-024-00098-7	16.6	24.18	2024-09-13T00:00:00Z
44286-024-00078-6	24.0	40.78	2024-05-10T00:00:00Z
44287-024-00060-7	15.5	16.54	2024-05-17T00:00:00Z
44341-024-00003-1	15.8	28.69	2024-11-06T00:00:00Z
44260-024-00020-0	16.1	26.83	2024-11-06T00:00:00Z
44333-024-00008-2	18.2	29.92	2024-11-06T00:00:00Z
44325-024-00029-3	19.8	28.76	2024-11-06T00:00:00Z
44304-024-00030-x	17.3	31.25	2024-11-07T00:00:00Z
44341-024-00001-3	16.6	25.62	2024-11-06T00:00:00Z
44304-024-00029-4	14.6	23.26	2024-11-06T00:00:00Z
